Session,Book,Index,Item,Attribution,Mei,Attachment,
7,1,18,Katana,den Kinjū,Mumei [伝金重],,
7,1,19,Katana,Norishige,Mumei [則重],,
7,1,20,Katana,den Norishige,Mumei [伝則重],,
7,1,21,Tantō,Norishige,則重,,
7,1,22,Wakizashi,den Gō,Mumei [伝江],,
7,1,23,Tachi,Kageyasu,景安,,
7,1,24,Tachi,Sadazane,貞真,,
7,1,25,Tachi,Yukihide,行秀,,
7,1,26,Tachi,Tsunemitsu,恒光,,
7,1,27,Tachi,Narimune,成宗,,
7,1,28,Tachi,Yoshifusa,吉房,,
7,1,29,Katana,den Yoshifusa,Mumei [伝吉房],,
7,1,30,Tachi,Yoshioka Ichimonji,一 [吉岡],,
7,1,31,Katana,Ichimonji,[Kinzōgan 一文字 / 本阿 (花押)],,
7,1,32,Kodachi,Yoshioka Ichimonji,Mumei [吉岡一文字],,
7,1,33,Kodachi,Norifusa,則房,,
7,1,34,Kodachi,Nagamitsu,長光,,
7,1,35,Tachi,Nagamitsu,長光,,
7,1,36,Tachi,Nagamitsu,長光,,
7,1,37,Tantō,Kagemitsu,景光,,
7,1,38,Tachi,Chikakage,備前国長船住近景,,
7,1,39,Katana,den Kanemitsu,Mumei [伝兼光],,
7,1,40,Katana,den Motomitsu,Mumei [伝基光],,
7,1,41,Katana,den Yoshikage,Mumei [伝義景],,
7,1,42,Katana,den Chōgi,Mumei [伝長義],,
7,1,43,Katana,den Chōgi,Mumei [伝長義],,
7,1,44,Katana,den Chōgi,Mumei [伝長義],,
7,1,45,Tantō,Chōgi (1374),備州長船長義 / 応安七年十月日,,
7,1,46,Katana,Ukyō no Suke Katsumitsu (1484),備前国住長船右京亮勝光 / 文明十六年二月上吉日,,
7,1,47,Katana,Jirōzaemon Katsumitsu (1529),備前国住長船次郎左衛門尉勝光同修理亮作 / 享禄二年二 月吉日,,
7,1,48,Katana,Jirōzaemon Katsumitsu (1502),備前国住長船二郎左衛門尉勝光 / 文亀二年二月吉日,,
7,1,49,Naoshi,den Hatakeda Sanemori,Mumei [伝備前真守],,
7,1,50,Tachi,Sanemori,真守造,,
7,1,51,Tachi,Unshō,雲生,,
7,1,52,Katana,den Unji,Mumei [伝雲次],,
7,1,53,Tachi,Hōki Sadatsuna,貞綱,,
7,1,54,Tachi,Masatsune (Ko–Aoe),正恒 [古青江],,
7,1,55,Katana,Aoe,Mumei [青江],,
7,1,56,Katana,Ko–Mihara,Mumei [古三原],,
7,1,57,Katana,Sa Hiroyuki,[Kinpun 弘行 / 琳雅 (花押)],,
7,1,58,Katana,den Sue–Sa,Mumei [伝末左],,
7,1,59,Katana,den Sa Kunihiro,Mumei [伝左国弘],,
7,1,60,Katana,den Enju,Mumei [伝延寿],,
7,1,61,Katana,Enju,Mumei [延寿],,
7,1,62,Tantō,Kuniyasu,国泰,Chiisagatana Koshirae – 黒塗り小さ刀拵,
7,1,63,Tantō,Kunitsuna (1365),肥州菊池住国綱 / 正平廿年二月,,
7,1,64,Tantō,Bungo Tomoyuki (1367),豊州住藤原友行 / 貞治六年十月日,,
7,1,65,Wakizashi,Nisshū Sanetada (1569),日州古屋之住実忠作 / 永禄十二年五月十五日,,
7,1,66,Katana,Horikawa Kunihiro,日州古屋之住国広作,Uchigatana Koshirae – 打刀拵,
7,1,67,Katana,Kunimichi,出羽大掾藤原国路,,
7,1,68,Katana,Tanba no Kami Yoshimichi,丹波守吉道,,
7,1,69,Katana,Iga no Kami Kinmichi,伊賀守金道,,
7,1,70,Katana,Kawachi no Kami Kunisuke,河内守藤原国助,,
7,1,71,Katana,Shinkai Kunisada (1670),井上和泉守国貞 / (菊紋) 寛文十年二月日,,
7,1,72,Katana,Tsuda Sukehiro (1673),津田越前守助広 / 延宝元年十二月日,,
7,1,73,Katana,Terukane (1681),坂倉言之進照包 / 天和元年十一月日,,
7,1,74,Katana,Masanori,大和大掾藤原正則,,
7,1,75,Katana,Hankei,繁慶 [Kiritsuke 永井信濃守手前ニテ三ツ胴様上壱丿胴 / 中弐胴下八枚目切手山 野加右衛門見使中村小兵衛],,
7,1,76,Wakizashi,Kotetsu,同作彫之 長曾祢興里入道乕徹 / 本国越前住人至半百居住 / 武州之江戸尽鍛 治之工精尓,,
7,1,77,Katana,Nanki Shigekuni,於南紀重国造之,,
7,1,78,Katana,Hizen Tadahiro,肥前国住近江大掾藤原忠広 / 以真鍛作之,,
7,1,79,Katana,Hizen Tadahiro & Hizen Tadayoshi,肥前国住近江大掾藤原忠広 / 同国住人陸奥守忠吉,,
7,1,80,Katana,Hizen Tadayoshi,肥前国陸奥守忠吉,,
7,1,81,Daishō,Kiyomaro (1848),源清麿 / 嘉永元年八月日,,
7,1,82,Katana,Sa Yukihide (1867),於東武土佐藩左行秀造之 / 慶応三年二月吉日,,
7,1,83,Ōdachi Koshirae,,黒塗太刀拵,,
7,1,84,Tsuba (八幡大菩薩,塔透鐔),Katchūshi – Mumei [甲胃師作],,
7,1,85,Tsuba (車透鐔),Yamakichibei,山坂吉兵,,
7,1,86,Tsuba (三階松透鐔),Nishigaki Kanshirō,Mumei [西垣勘四郎],,
7,1,87,Tsuba (菊花形七宝鐔),Hirata Hikozō,Mumei [平田彦三],,
7,1,88,Tsuba (宇治川合戦図鐔),den Gotō Eijō,Mumei [伝後藤栄乗],,
7,1,89,Kozuka (地蔵渡河図小柄),Sōmin,宗珉 (花押),,
7,1,90,Futatokoromono (獅子二所物),Sōmin,Mumei [宗珉],Kanteisho – 宗与鑑定書,
7,1,91,Daishō tsuba (松,鷹図大小鐔),Ishiguro Masayoshi – 行年七十八歳 / 寿翁政美 (花押),,
8,1,1,Katana,Awataguchi Kuniyoshi,Mumei [粟田口国吉],Uchigatana Koshirae – 朱変塗打刀 拵,
8,1,2,Katana,den Rai Kuniyuki,Mumei [伝来国行],,
8,1,3,Katana,den Rai Kuniyuki,Mumei [伝来国行],,
8,1,4,Tantō,Rai Kunitoshi,来国俊,,
8,1,5,Katana,Hasebe,Mumei [長谷部],,
8,1,6,Katana,Kanenaga,Gakumei 包永,,
8,1,7,Katana,Kanenaga,Mumei [包永],,
8,1,8,Tantō,Mitsusuke,大和国光夫,Aikuchi Koshirae– 黒塗合口拵,
8,1,9,Katana,Taima,Mumei [当麻] [Kinzōgan ga aru 恐],,
8,1,10,Tachi,Senju’in,Mumei [千手院],,
8,1,11,Tachi,Yasutsuna,安綱,,
8,1,12,Katana,Chōen,Orikaeshi 長円,,
8,1,13,Tachi,Mōgusa,舞草,,
8,1,14,Katana,Yukimitsu,Mumei [行光],,
8,1,15,Katana,den Yukimitsu,Mumei [伝行光],,
8,1,16,Katana,den Yukimitsu,Mumei [伝行光],,
8,1,17,Tantō,Masamune (Meitō Ikeda Masamune 池田正宗),Mumei [正宗],,
8,1,18,Tantō,Masamune,[Shumei 正宗],,
8,1,19,Katana,Masamune,Mumei [正宗],Hon’ami Origami – 光忠折紙,
8,1,20,Katana,Masamune (Meitō Sunnō Masamune 寸翁正宗),Mumei [正宗],,
8,1,21,Katana,Masamune,[Kinzōgan ga aru 正宗 / 本阿 (花押)],,
8,1,22,Katana,den Sadamune,Mumei [伝貞宗],,
8,1,23,Wakizashi,Sadamune,Mumei [貞宗],,
8,1,24,Katana,Gō (Meitō Nakagawa Gō 中川江), Mumei [江],,
8,1,25,Katana,Norishige,Mumei [則重],,
8,1,26,Katana,den Ko–Bizen Toshitsune,Mumei [伝古備前利恒],,
8,1,27,Katana,den Ko–Bizen Sukekane,Mumei [伝古備前助包],Koshirae – Uchigatana Koshirae – 黒塗打刀拵,
8,1,28,Tachi,Yoshikane,Mumei [吉包],,
8,1,29,Katana,den Yoshikane,Mumei [伝吉包],,
8,1,30,Katana,Yoshikane,Orikaeshi 吉包作,Uchigatana Koshirae – 黒塗鞘打刀拵,
8,1,31,Tachi,Norimune,則宗,Tachi Koshirae – 金梨子地葵紋散巻太刀拵,
8,1,32,Katana,den Sukezane,Mumei [伝助真],,
8,1,33,Ōdachi,Yoshioka Ichimonji,Mumei [吉岡一文字],Habaki – 鉄鎺,
8,1,34,Tachi,Ichimonji,一,,
8,1,35,Katana,Mitsutada,Mumei [光忠],,
8,1,36,Tachi,Nagamitsu,長光,,
8,1,37,Tachi,Nagamitsu,Mumei [長光],,
8,1,38,Kodachi,Nagamitsu,長光,,
8,1,39,Katana,Nagamitsu,Mumei [長光],,
8,1,40,Tachi,Chikakage,備州長船住近景,,
8,1,41,Tachi,den Chikakage,Mumei [伝近景],,
8,1,42,Katana,den Chikakage,Mumei [伝近景],,
8,1,43,Katana,den Chikakage,Mumei [伝近景],,
8,1,44,Tantō,Norimitsu (1305),備前国長船住則光 / 嘉元三年十二月日,,
8,1,45,Katana,den Kanemitsu,Mumei [伝兼光],,
8,1,46,Katana,Kanemitsu,Gakumei 長船兼光,,
8,1,47,Tantō,Kanemitsu (1360),備州長船兼光 / 延文五年三月日,,
8,1,48,Katana,Bizen Saburō Kunimune,[Kinpun 国宗],,
8,1,49,Katana,Chōgi,Mumei [長義],,
8,1,50,Tantō,Chōgi (1365),備州長船住長義 / 貞治二二年乙巳二月,Aikuchi Koshirae – 金沃 懸地菊唐草文蒔絵獅子金具合口拵,
8,1,51,Katana,Kanenaga,[Kinpun 備前国兼長 / 貞享参寅年七月代金子貮拾枚折紙],,
8,1,52,Katana,den Bizen Nagamori,Mumei [伝備前長守],,
8,1,53,Katana,Yosōzaemon Sukesada (1537),備前国住長船与三左衛門尉祐定 / 天文六年二月日,,
8,1,54,Tachi,Moriie,守家,,
8,1,55,Naoshi,Morinaga,備前国長船住守長,,
8,1,56,Katana,Shigezane,Orikaeshi 備州長船住重真,,
8,1,57,Tachi,Suketsugu,助次,,
8,1,58,Katana,den Aoe Tsunetsugu,Mumei [伝青江恒次],,
8,1,59,Katana,Aoe,Mumei [青江],,
8,1,60,Katana,den Shizu,Mumei [伝志津],,
8,1,61,Katana,den Naoe Shizu,Mumei [伝直江志津],,
8,1,62,Katana,den Kinjū,Mumei [伝金重],,
8,1,63,Katana,Inaba Kagenaga,Orikaeshi 因州住景長,,
8,1,64,Katana,Enju,Mumei [延寿],,
8,1,65,Katana,Enju,Mumei [延寿],,
8,1,66,Tantō,Bungo Tomoyuki (1364),豊州藤原友行 / 貞治三年二月日,Koshirae – Aikuchi Koshirae – 黒呂塗角合口拵,
8,1,67,Katana,den Sa Yoshisada,Mumei [伝左吉貞],,
8,1,68,Katana,den Sa Yoshisada,Mumei [伝左吉貞],,
8,1,69,Katana,den Sa Hiroyasu,Mumei [伝左弘安],,
8,1,70,Naoshi,den Sa Yukihiro,Mumei [伝左行弘],,
8,1,71,Wakizashi,Sa Hiroyasu,弘安作,Koshirae – Aikuchi Koshirae – 潤塗合口拵,
8,1,72,Tantō,Horikawa Kunihiro,国広,,
8,1,73,Katana,Horikawa Kunihiro,国広,,
8,1,74,Tantō,Horikawa Kunihiro,国広,,
8,1,75,Tantō,Horikawa Kunihiro (1610),陽一条住藤原国広造 / [Kinzōgan 向井将監忠勝所持之] / 慶長十 五年庚戌二月日,,
8,1,76,Tantō,Kunimichi (1608),平安城住国道 / 慶長拾三年九月吉日,,
8,1,77,Katana,Horikawa Kunimasa,国正,,
8,1,78,Wakizashi,Horikawa Kunimasa,国正,,
8,1,79,Wakizashi,Masatoshi (1600),山城国住越中守藤原正俊 / 慶長五年二月日,,
8,1,80,Katana,Oya Kunisada,和泉守藤原国貞,,
8,1,81,Katana,Inoue Shinkai (1674),井上真改 / (菊紋) 延宝二年八月日,,
8,1,82,Katana,Tsuda Sukehiro (1670),津田越前守助広 / 寛文十年二月日,,
8,1,83,Wakizashi,Tsuda Sukehiro (1678),津田越前守助広 / 延宝六年八月日,,
8,1,84,Katana,Hizen Tadayoshi,肥前国忠吉,,
8,1,85,Katana,Hizen Tadayoshi,肥前国忠吉,,
8,1,86,Katana,Hizen Tadahiro (1632),肥前国住武蔵大掾藤原忠広 / 寛永九年二月吉日,,
8,1,87,Katana,Hizen Tadahiro,肥前国住近江大掾藤原忠広,,
8,1,88,Tantō,Hizen Tadahiro,忠広,,
8,1,89,Tachi Koshirae,,本地螺鈿鶴丸紋金装飾剣,,
8,1,90,Kanagu (獅子牡丹文金具),,,,
8,1,91,Kogai (布袋図笄),Gotō Tokujō,後藤徳乗 ),Kozuka – Gotō Sokujō – 紋即乗 (寿老図小 柄,
8,1,92,Tsuba (松竹文象嵌鐔),Umetada Myōjū,埋忠明寿,,
8,1,93,Tsuba (地紙散文鐔)– Mitsutada,,光忠,,
8,1,94,Tsuba (垂柳帰雁文鐔),Mitsutada,Mumei [光忠],,
8,1,95,Tsuba (菊花,菊葉透鐔),Kanshirō – Mumei [勘四郎],,
8,1,96,Fuchi & Kashira (馬図縁頭),Sōmin,宗珉 (花押),,
8,1,97,Fuchi & Kashira (闘鶏図縁頭)– Toshinaga,,利寿,,
8,1,98,Daishō Futatokoromono (松樹尾長鳥図大小二所物),Ishiguro Masayoshi,Tsuba – 寿岳斎石黒政美 Fuchi – 石黒政美,,
9,1,1,Katana,den Rai Kuniyuki,Mumei [伝来国行],,
9,1,2,Tachi,Kunitoshi,国俊,,
9,1,3,Katana,Rai Kunimitsu,Mumei [来国光] [Kiritsuke ga aru 天文二年卯月日五寸揚],,
9,1,4,Katana,den Rai Kunimitsu,Mumei [伝来国光],,
9,1,5,Tantō,Nobukuni,信国,,
9,1,6,Katana,den Taima,Mumei [伝当麻],,
9,1,7,Katana,den Taima,Mumei [伝当麻],,
9,1,8,Katana,Shikkake,Mumei [尻懸],,
9,1,9,Tantō,den Yukimitsu,Mumei [伝行光],,
9,1,10,Katana,den Masamune,Mumei [伝正宗],,
9,1,11,Wakizashi,Sadamune,[Shumei 貞宗 / 本阿 (花押)],,
9,1,12,Katana,Shizu,Mumei [志津],,
9,1,13,Katana,Shizu,Mumei [志津],,
9,1,14,Katana,den Shizu,Mumei [伝志津] [Kiritsuke ga aru 茎の表裏に我祖十代左衛門尉泰行云々と行 典],,
9,1,15,Katana,den Shizu,Mumei [伝志津],,
9,1,16,Katana,Mino Kanesada,和泉守藤原兼定作,,
9,1,17,Katana,Ko–Uda,Mumei [古宇多],,
9,1,18,Katana,Shimada Hirosuke,広助,,
9,1,19,Tachi,Shigetsune,重恒作,,
9,1,20,Katana,den Sukekane (Ichimonji),Mumei [伝助包] [一文字],,
9,1,21,Tachi,Nobufusa,延房作,,
9,1,22,Tachi,Norinari,則成,,
9,1,23,Tachi,Norinari,則成,Hon’ami Origami – 光温折紙,
9,1,24,Tachi,Yoshifusa,吉房,,
9,1,25,Tachi,Norifusa,則房,,
9,1,26,Tachi,Ichi (Yoshioka Ichimonji),一 [吉岡一文字],,
9,1,27,Tachi,Ichimonji,Mumei [一文字],,
9,1,28,Katana,Yoshioka Ichimonji,Mumei [吉岡一文字],,
9,1,29,Katana,den Sukezane,Mumei [伝助真],Hon’ami Origami – 光常折紙,
9,1,30,Tachi,Nagamitsu (1302),備前国長船住長光 / 正安二二年六月日,,
9,1,31,Tachi,Kagemitsu (1326–1329),備州長□□景光 / 嘉暦□年八月日,,
9,1,32,Katana,Kagemitsu,Mumei [景光] [Kiritsuke ga aru 織田弾正忠信秀摺上之],,
9,1,33,Tachi,Bizen Saburō Kunimune,国宗,,
9,1,34,Katana,Kanemitsu,[Kinzōgan 兼光 / 本阿 (花押)],,
9,1,35,Katana,Kanemitsu,Mumei [兼光],Hon’ami Origami – 本阿弥光温折紙,
9,1,36,Wakizashi,Kanemitsu (1361),備州長船兼光 / 延文六年三月日,,
9,1,37,Wakizashi,Kanemitsu (1359),備州長船兼光 / 延文二二年十月日,,
9,1,38,Tantō,Chōgi (1365),備州長船住長義 / 貞治二二年七月日,Aikuchi Koshirae – 金打出 鮫合口拵,
9,1,39,Katana,den Chōgi,Mumei [伝長義],,
9,1,40,Katana,den Kanenaga,Mumei [伝兼長],,
9,1,41,Katana,Nagamori,Mumei [長守],,
9,1,42,Katana,Sanemori (Hatakeda),[Kinzōgan 真守] [畠田],,
9,1,43,Katana,Unjū,Mumei [雲重],,
9,1,44,Katana,Motoshige,Mumei [元重],,
9,1,45,Katana,Motoshige,Mumei [元重],,
9,1,46,Katana,den Motoshige,Mumei [伝元重],,
9,1,47,Katana,Ko–Yoshii,Mumei [古吉井],,
9,1,48,Kodachi,Hidemitsu (Ōan) (1372),備州長船秀光 / □安五年二月日 (応安),,
9,1,49,Tachi,Tsuneie,経家,,
9,1,50,Katana,Morishige (1531),備前国住長船新九郎藤原盛重作 / 享禄二二年八月吉日,,
9,1,51,Katana,Tadamitsu (1489),備前国住長船忠光 / 延徳元年八月日,,
9,1,52,Katana,Hikobei Sukesada (1554),備前国住長船彦兵衛尉祐定作 / 主同国住惟宗忠頼 / 天文廿三年 八月吉日,,
9,1,53,Katana,Ko–Aoe,Mumei [古青江],,
9,1,54,Tachi,Sadatsuna (Ko–Aoe),貞綱 [古青江],,
9,1,55,Katana,Yoshitsugu,[Kinzōgan 備中国万寿住吉次 元和五年八月日磨上之 / 二ツ胴土段五寸斬之 中川左平太 (花押) 主鍋島紀伊守],,
9,1,56,Katana,Aoe,Mumei [青江],,
9,1,57,Katana,Aoe,Mumei [青江],,
9,1,58,Katana,Ko–Mihara,Mumei [古三原],,
9,1,59,Katana,den Ko–Mihara,Mumei [伝古三原],,
9,1,60,Tachi,Jitsu’a,実阿,,
9,1,61,Katana,Sairen,[Kinzōgan 西蓮 本阿 (花押)],,
9,1,62,Katana,Sue–Sa,Mumei [末左],,
9,1,63,Tantō,Sa Yasuyoshi,安吉,,
9,1,64,Katana,den Sa Yoshisada,Mumei [伝左吉貞],,
9,1,65,Tachi,Kunitoki,国時,,
9,1,66,Tantō,Kunisuke,国資,,
9,1,67,Katana,Enju Kuniyasu,[Kinpun 前延寿国泰 元和三年二月吉日村山源助五寸上之 / そこぬけひし やく 源秀政],,
9,1,68,Katana,den Enju Kunisuke,Mumei [伝延寿国資] – 享保四年 本阿弥光忠折紙),Hon’ami Origami (1719,
9,1,69,Katana,Enju,Mumei [延寿] – 宝永元年光忠折紙),Hon’ami Origami (1704,
9,1,70,Katana,Kunitomo,越前守藤原国儔,,
9,1,71,Katana,Tanba no Kami Yoshimichi,丹波守吉道 / 為内藤九郎右衛門代々,,
9,1,72,Katana,Oya Kunisada (1646),和泉守国貞 / 正保三年二月吉日,,
9,1,73,Katana,Shinkai Kunisada (1668),井上和泉守国貞 / (菊紋) 寛文八年八月日,,
9,1,74,Katana,Inoue Shinkai (1674),井上真改 / (菊紋) 延宝二年八月日,,
9,1,75,Katana,Inoue Shinkai (1679),井上真改 / (菊紋) 延宝七年八月日,,
9,1,76,Katana,Tsuda Sukehiro (1667),津田越前守助広 / 寛文七年二月日,,
9,1,77,Wakizashi,Tsuda Sukehiro (1678),津田越前守助広 / 延宝六年八月日,,
9,1,78,Katana,Tsuda Sukehiro,助広,,
9,1,79,Katana,Ikkanshi Tadatsuna (1701),粟田口一竿子忠綱 彫同作 / 元禄十二二年八月日,,
9,1,80,Katana,Echizen Yasutsugu,以南蛮鉄於武州江戸越前康継,,
9,1,81,Katana,Hankei,繁慶 [Kinzōgan 宮部孫八藤原茂乕帯],,
9,1,82,Katana,Hankei,繁慶,,
9,1,83,Katana,Ujifusa (1605),飛騨守藤原朝臣氏房作 / 慶長拾年八月吉日,,
9,1,84,Katana,Hizen Tadayoshi,肥前国忠吉,,
9,1,85,Katana,Hizen Tadahiro,肥前国住藤原忠広,,
9,1,86,Katana,Hizen Tadahiro (1643),肥前国住武蔵大掾藤原忠広 / 寛永二十年二月吉日,,
9,1,87,Katana,Hizen Tadayoshi & Hizen Tadahiro,近江大掾藤原忠広 / 肥前国陸奥守忠吉,,
9,1,88,Tachi Koshirae,,皮包太刀拵,,
9,1,89,Koshigatana Koshirae,,桐文螺鈿合口腰刀拵,,
9,1,90,Tsuba (唐松図鐔),den Kanshirō,Mumei [伝勘四郎],,
9,1,91,Menuki (一疋獅子目貫),Sōmin,Mumei [宗珉],,
10,1,1,Katana,Awataguchi Kuniyasu,Mumei [粟田口国安],,
10,1,2,Tachi,Kunitsuna,国綱,,
10,1,3,Tantō,Kagehisa (Awataguchi),景久 [粟田口],,
10,1,4,Tachi,Rai Kuniyuki,国行,,
10,1,5,Tachi,den Rai Kuniyuki,Mumei [伝来国行],,
10,1,6,Katana,Ayanokōji Sadatoshi,Mumei [定利],,
10,1,7,Katana,den Niji Kunitoshi,Mumei [伝二字国俊],,
10,1,8,Tachi,den Rai Kunitoshi,Mumei [伝来国俊],,
10,1,9,Katana,den Ryōkai,Mumei [伝了戒],,
10,1,10,Tantō,Mitsukane,光包,,
10,1,11,Katana,den Rai Kunitsugu,Mumei [伝来国次],,
10,1,12,Katana,Rai Kunizane,[Kinzōgan 来国真],,
10,1,13,Wakizashi,Hasebe Kunishige,長谷部国重,,
10,1,14,Wakizashi,Hasebe Kunishige (1358),長谷部国重 / 延文三八月日,,
10,1,15,Tachi,Nobukuni,信国,,
10,1,16,Tachi,Nobuzane,信実 / 秀正二人,,
10,1,17,Ken,Senju’in (1348),貞和二二十一月日□弘,,
10,1,18,Tantō,Taima,Mumei [当麻],,
10,1,19,Katana,den Taima,Mumei [伝当麻],,
10,1,20,Katana,den Taima,Mumei [伝当麻],,
10,1,21,Katana,den Taima,Mumei [伝当麻],,
10,1,22,Katana,den Taima,Mumei [伝当麻],,
10,1,23,Katana,den Aritoshi,Mumei [伝有俊],,
10,1,24,Tachi,Kanesada,包貞,,
10,1,25,Tantō,Kanetoshi,包俊,,
10,1,26,Katana,Norinaga,Mumei [則長],,
10,1,27,Katana & Tachi Koshirae,Shikkake,Mumei [尻懸] & Tachi Koshirae – 金沃懸地菊紋散衛府太刀拵),,
10,1,28,Katana,Hoshō,Mumei [保昌],,
10,1,29,Katana,den Yukimitsu,Mumei [伝行光],,
10,1,30,Katana,den Yukimitsu,Mumei [伝行光],,
10,1,31,Katana,den Yukimitsu,Mumei [伝行光],,
10,1,32,Tantō,Yukimitsu,[Shumei 行光 / 本阿 (花押)],,
10,1,33,Wakizashi,Sadamune (Meitō Ujiie Sasamune 氏家貞宗),Mumei [貞宗],,
10,1,34,Wakizashi,Sadamune,Mumei [貞宗],,
10,1,35,Katana,den Kinjū,Mumei [伝金重],,
10,1,36,Katana,Shizu,Mumei [志津],,
10,1,37,Katana,den Shizu,Mumei [伝志津],,
10,1,38,Tantō,Shizu,Mumei [志津],,
10,1,39,Tantō,den Shizu,Mumei [伝志津],,
10,1,40,Katana,Naoe Shizu,Mumei [直江],,
10,1,41,Katana,Naoe Shizu,Mumei [直江],,
10,1,42,Katana,Naoe Shizu,Mumei [直江],,
10,1,43,Katana,Norishige,Mumei [則重],,
10,1,44,Katana,den Norishige,Mumei [伝則重],,
10,1,45,Katana,den Tametsugu,Mumei [伝為継],,
10,1,46,Katana,Hōki Hiroyoshi (1558),伯耆国住人見田五郎左衛門広賀 / 永禄元年八月吉日,,
10,1,47,Naoshi,den Hōjōji,Mumei [伝法城寺],,
10,1,48,Tachi,Ko–Bizen,Mumei [古備前],,
10,1,49,Tachi,Sadazane,貞真,,
10,1,50,Tachi,den Naritaka,Mumei [伝成高],,
10,1,51,Tachi,Tōchika,遠近,,
10,1,52,Tachi,Chikakane,近包,,
10,1,53,Tachi,Chikanobu,近信,,
10,1,54,Katana,den Narimune,Mumei [伝成宗],,
10,1,55,Tachi,Kunishige (Bizen),国重,,
10,1,56,Katana,Sukemitsu,[Kinzōgan 助光],Uchigatana Koshirae – 金梨子地葵紋打刀拵,
10,1,57,Tachi,Hirotoshi,弘利,,
10,1,58,Katana,den Yoshioka Ichimonji,Mumei [伝吉岡一文字],,
10,1,59,Katana,den Yoshioka Ichimonji,Mumei [伝吉岡一文字],,
10,1,60,Naoshi,den Katayama Ichimonji,Mumei [伝片山],,
10,1,61,Katana,Nagamitsu,[Shumei 長光],,
10,1,62,Tachi,Nagamitsu,備前国長船住長光造,,
10,1,63,Katana,Nagamitsu,Mumei [長光],,
10,1,64,Tachi,den Sanenaga,備前国 (Cut off) [伝真長],,
10,1,65,Katana,Sanenaga,[Kinzōgan 真長],,
10,1,66,Katana,Sanenaga,Mumei [真長],,
10,1,67,Tachi,Chikakage,備前国長船住近景,,
10,1,68,Katana,Chikakage,Mumei [近景],,
10,1,69,Tachi,Kanemitsu (1350),備前国長船住兼光 / 観応元年庚寅十二月日,Tachi Koshirae – 茶しぼ塗糸巻太刀拵,
10,1,70,Katana,Kanemitsu,[Kiritsuke 加祢みつ / 浮田左京介 すり上 つねにこれを] [兼光],,
10,1,71,Katana,Kanemitsu,Mumei [兼光],,
10,1,72,Katana,den Kanemitsu,Mumei [伝兼光],,
10,1,73,Katana,den Kanemitsu,Mumei [伝兼光],,
10,1,74,Katana,den Tomomitsu,Mumei [伝倫光] [Kiritsuke 永禄十二年七月廿五日 清光摺上],,
10,1,75,Katana,Motomitsu,Mumei [基光],,
10,1,76,Katana,den Motomitsu,Mumei [伝基光],,
10,1,77,Tachi,den Masamitsu,備州長船□光 [伝政光],Tachi Koshirae – 金梨子地鳩蒔絵太刀 拵,
10,1,78,Tantō,Masamitsu (1376),備州長船政光 / 永和二年□月日,,
10,1,79,Katana,den Yoshimitsu,Mumei [伝義光],,
10,2,80,Tantō,Chōgi (1362),備州長船住長義 / 正平十七年三月日,,
10,2,81,Katana,Chōgi,[Kinzōgan 長義],,
10,2,82,Katana,den Chōgi,Mumei [伝長義],,
10,2,83,Katana,den Chōgi,Mumei [伝長義],,
10,2,84,Naoshi,den Chōgi,Mumei [伝長義],,
10,2,85,Katana,den Kanenaga,Mumei [伝兼長],Uchigatana Koshirae – 肥後打刀拵,
10,2,86,Katana,den Nagamori,Mumei [伝長守],,
10,2,87,Tachi,Yoshikage,備州長船義景,,
10,2,88,Tachi,Yasumitsu,康光,,
10,2,89,Katana,Katsumitsu & Munemitsu (1506),備前国住長船二郎左衛門尉勝光 / 同左京進宗光 / 永正 三年二月吉日,,
10,2,90,Katana,Tadamitsu (1490),備前国住長船忠光 / 代千疋/ 延徳二年八月日,,
10,2,91,Katana,Sukesada (1533),備前国住長船馬三左衛門尉祐定 / 同源兵衛作也/ 天文弐年八月吉日,,
10,2,92,Katana,Hikobei Sukesada (1506),備前国住長船彦兵衛尉祐定 / 永正三年丙寅二月吉日,,
10,2,93,Katana,Genbei Sukesada (1556),備前国住長船源兵衛尉祐定 / 弘治二年八月日,,
10,2,94,Tachi,Naganori,永則,,
10,2,95,Tachi,Moriie,守家,,
10,2,96,Tachi,Moriie,Mumei [守家],,
10,2,97,Katana,den Moriie,Mumei [伝守家],,
10,2,98,Tachi,Moriie (Kōdai),守家 (後代),,
10,2,99,Tachi,Tsunetsugu,□□□住左近将監恒次,Tachi Koshirae – 金梨子地五三桐紋散糸巻太 刀拵,
